Academic_Year,SSA_T1,Age,Level,Gender,Framework, Starts , Achievements 
201415,Information and Communication Technology,25+,Higher Apprenticeship,Female,IT User, -   , -   
201415,Information and Communication Technology,25+,Higher Apprenticeship,Female,Network Engineer, -   , -   
201415,Information and Communication Technology,25+,Higher Apprenticeship,Female,Software Developer, -   , -   
201415,Information and Communication Technology,25+,Higher Apprenticeship,Male,Digital and Technology Solutions Professional, -   , -   
201415,Information and Communication Technology,25+,Higher Apprenticeship,Male,Digital Marketer, -   , -   
201415,Information and Communication Technology,25+,Higher Apprenticeship,Male,Non-SASE Compliant, -   , -   
201415,Information and Communication Technology,25+,Higher Apprenticeship,Male,Information Security, -   , -   
201415,Information and Communication Technology,25+,Higher Apprenticeship,Male,Infrastructure Technician, -   , -   
201415,Information and Communication Technology,25+,Higher Apprenticeship,Male,IT and Telecoms Professionals,40,10
201415,Information and Communication Technology,25+,Higher Apprenticeship,Male,IT User, -   , -   
201415,Information and Communication Technology,25+,Higher Apprenticeship,Male,Network Engineer,20, -   
201415,Information and Communication Technology,25+,Higher Apprenticeship,Male,Software Developer, -   , -   
201415,Information and Communication Technology,25+,Higher Apprenticeship,Not App/ Known,Digital and Technology Solutions Professional, -   , -   
201415,Information and Communication Technology,25+,Higher Apprenticeship,Not App/ Known,Digital Marketer, -   , -   
201415,Information and Communication Technology,25+,Higher Apprenticeship,Not App/ Known,Non-SASE Compliant, -   , -   
201415,Information and Communication Technology,25+,Higher Apprenticeship,Not App/ Known,Information Security, -   , -   
201415,Information and Communication Technology,25+,Higher Apprenticeship,Not App/ Known,Infrastructure Technician, -   , -   
201415,Information and Communication Technology,25+,Higher Apprenticeship,Not App/ Known,IT and Telecoms Professionals, -   , -   
201415,Information and Communication Technology,25+,Higher Apprenticeship,Not App/ Known,IT User, -   , -   
201415,Information and Communication Technology,25+,Higher Apprenticeship,Not App/ Known,Network Engineer, -   , -   
201415,Information and Communication Technology,25+,Higher Apprenticeship,Not App/ Known,Software Developer, -   , -   
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Female,Digital and Technology Solutions Professional, -   , -   
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Female,Digital Marketer, -   , -   
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Female,Non-SASE Compliant, -   , -   
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Female,Information Security, -   , -   
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Female,Infrastructure Technician, -   , -   
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Female,IT and Telecoms Professionals,60,50
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Female,IT User,860,340
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Female,Network Engineer, -   , -   
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Female,Software Developer, -   , -   
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Male,Digital and Technology Solutions Professional, -   , -   
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Male,Digital Marketer, -   , -   
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Male,Non-SASE Compliant, -   , -   
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Male,Information Security, -   , -   
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Male,Infrastructure Technician, -   , -   
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Male,IT and Telecoms Professionals,340,320
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Male,IT User,710,240
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Male,Network Engineer, -   , -   
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Male,Software Developer, -   , -   
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Not App/ Known,Digital and Technology Solutions Professional, -   , -   
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Not App/ Known,Digital Marketer, -   , -   
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Not App/ Known,Non-SASE Compliant, -   , -   
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Not App/ Known,Information Security, -   , -   
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Not App/ Known,Infrastructure Technician, -   , -   
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Not App/ Known,IT and Telecoms Professionals, -   , -   
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Not App/ Known,IT User, -   , -   
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Not App/ Known,Network Engineer, -   , -   
201415,Information and Communication Technology,25+,Intermediate Apprenticeship,Not App/ Known,Software Developer, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Female,Digital and Technology Solutions Professional, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Female,Digital Marketer, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Female,Non-SASE Compliant, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Female,Information Security, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Female,Infrastructure Technician, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Female,IT and Telecoms Professionals, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Female,IT User, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Female,Network Engineer, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Female,Software Developer, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Male,Digital and Technology Solutions Professional, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Male,Digital Marketer, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Male,Non-SASE Compliant, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Male,Information Security, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Male,Infrastructure Technician, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Male,IT and Telecoms Professionals, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Male,IT User, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Male,Network Engineer, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Male,Software Developer, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Not App/ Known,Digital and Technology Solutions Professional, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Not App/ Known,Digital Marketer, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Not App/ Known,Non-SASE Compliant, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Not App/ Known,Information Security, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Not App/ Known,Infrastructure Technician, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Not App/ Known,IT and Telecoms Professionals, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Not App/ Known,IT User, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Not App/ Known,Network Engineer, -   , -   
201415,Information and Communication Technology,25+,Unassigned,Not App/ Known,Software Developer, -   , -   
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Female,Digital and Technology Solutions Professional, -   , -   
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Female,Digital Marketer, -   , -   
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Female,Non-SASE Compliant,10,10
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Female,Information Security, -   , -   
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Female,Infrastructure Technician, -   , -   
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Female,IT and Telecoms Professionals,450,250
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Female,IT User,70,60
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Female,Network Engineer, -   , -   
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Female,Software Developer, -   , -   
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Male,Digital and Technology Solutions Professional, -   , -   
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Male,Digital Marketer, -   , -   
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Male,Non-SASE Compliant,120,100
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Male,Information Security, -   , -   
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Male,Infrastructure Technician, -   , -   
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Male,IT and Telecoms Professionals,"3,700","2,030"
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Male,IT User,180,160
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Male,Network Engineer, -   , -   
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Male,Software Developer, -   , -   
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Not App/ Known,Digital and Technology Solutions Professional, -   , -   
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Not App/ Known,Digital Marketer, -   , -   
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Not App/ Known,Non-SASE Compliant, -   , -   
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Not App/ Known,Information Security, -   , -   
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Not App/ Known,Infrastructure Technician, -   , -   
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Not App/ Known,IT and Telecoms Professionals, -   , -   
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Not App/ Known,IT User, -   , -   
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Not App/ Known,Network Engineer, -   , -   
201415,Information and Communication Technology,Under 19,Advanced Apprenticeship,Not App/ Known,Software Developer, -   , -   
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Female,Digital and Technology Solutions Professional, -   , -   
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Female,Digital Marketer, -   , -   
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Female,Non-SASE Compliant,10, -   
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Female,Information Security, -   , -   
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Female,Infrastructure Technician, -   , -   
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Female,IT and Telecoms Professionals,50,10
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Female,IT User, -   , -   
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Female,Network Engineer, -   , -   
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Female,Software Developer, -   , -   
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Male,Digital and Technology Solutions Professional, -   , -   
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Male,Digital Marketer, -   , -   
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Male,Non-SASE Compliant,60,20
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Male,Information Security, -   , -   
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Male,Infrastructure Technician, -   , -   
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Male,IT and Telecoms Professionals,280,120
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Male,IT User, -   , -   
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Male,Network Engineer,10, -   
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Male,Software Developer,20, -   
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Not App/ Known,Digital and Technology Solutions Professional, -   , -   
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Not App/ Known,Digital Marketer, -   , -   
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Not App/ Known,Non-SASE Compliant, -   , -   
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Not App/ Known,Information Security, -   , -   
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Not App/ Known,Infrastructure Technician, -   , -   
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Not App/ Known,IT and Telecoms Professionals, -   , -   
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Not App/ Known,IT User, -   , -   
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Not App/ Known,Network Engineer, -   , -   
201415,Information and Communication Technology,Under 19,Higher Apprenticeship,Not App/ Known,Software Developer, -   , -   
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Female,Digital and Technology Solutions Professional, -   , -   
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Female,Digital Marketer, -   , -   
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Female,Non-SASE Compliant, -   , -   
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Female,Information Security, -   , -   
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Female,Infrastructure Technician, -   , -   
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Female,IT and Telecoms Professionals,80,40
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Female,IT User,80,60
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Female,Network Engineer, -   , -   
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Female,Software Developer, -   , -   
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Male,Digital and Technology Solutions Professional, -   , -   
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Male,Digital Marketer, -   , -   
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Male,Non-SASE Compliant, -   , -   
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Male,Information Security, -   , -   
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Male,Infrastructure Technician, -   , -   
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Male,IT and Telecoms Professionals,510,360
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Male,IT User,350,220
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Male,Network Engineer, -   , -   
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Male,Software Developer, -   , -   
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Not App/ Known,Digital and Technology Solutions Professional, -   , -   
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Not App/ Known,Digital Marketer, -   , -   
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Not App/ Known,Non-SASE Compliant, -   , -   
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Not App/ Known,Information Security, -   , -   
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Not App/ Known,Infrastructure Technician, -   , -   
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Not App/ Known,IT and Telecoms Professionals, -   , -   
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Not App/ Known,IT User, -   , -   
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Not App/ Known,Network Engineer, -   , -   
201415,Information and Communication Technology,Under 19,Intermediate Apprenticeship,Not App/ Known,Software Developer, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Female,Digital and Technology Solutions Professional, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Female,Digital Marketer, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Female,Non-SASE Compliant, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Female,Information Security, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Female,Infrastructure Technician, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Female,IT and Telecoms Professionals, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Female,IT User, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Female,Network Engineer, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Female,Software Developer, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Male,Digital and Technology Solutions Professional, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Male,Digital Marketer, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Male,Non-SASE Compliant, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Male,Information Security, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Male,Infrastructure Technician, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Male,IT and Telecoms Professionals, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Male,IT User, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Male,Network Engineer, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Male,Software Developer, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Not App/ Known,Digital and Technology Solutions Professional, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Not App/ Known,Digital Marketer, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Not App/ Known,Non-SASE Compliant, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Not App/ Known,Information Security, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Not App/ Known,Infrastructure Technician, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Not App/ Known,IT and Telecoms Professionals, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Not App/ Known,IT User, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Not App/ Known,Network Engineer, -   , -   
201415,Information and Communication Technology,Under 19,Unassigned,Not App/ Known,Software Developer, -   , -   
201415,"Languages, Literature and Culture",19-24,Advanced Apprenticeship,Female,Not applicable, -   , -   
201415,"Languages, Literature and Culture",19-24,Advanced Apprenticeship,Male,Not applicable, -   , -   
201415,"Languages, Literature and Culture",19-24,Advanced Apprenticeship,Not App/ Known,Not applicable, -   , -   
201415,"Languages, Literature and Culture",19-24,Higher Apprenticeship,Female,Not applicable, -   , -   
201415,"Languages, Literature and Culture",19-24,Higher Apprenticeship,Male,Not applicable, -   , -   
201415,"Languages, Literature and Culture",19-24,Higher Apprenticeship,Not App/ Known,Not applicable, -   , -   
201415,"Languages, Literature and Culture",19-24,Intermediate Apprenticeship,Female,Not applicable, -   , -   
201415,"Languages, Literature and Culture",19-24,Intermediate Apprenticeship,Male,Not applicable, -   , -   
201415,"Languages, Literature and Culture",19-24,Intermediate Apprenticeship,Not App/ Known,Not applicable, -   , -   
201415,"Languages, Literature and Culture",19-24,Unassigned,Female,Not applicable, -   , -   
201415,"Languages, Literature and Culture",19-24,Unassigned,Male,Not applicable, -   , -   
201415,"Languages, Literature and Culture",19-24,Unassigned,Not App/ Known,Not applicable, -   , -   
201415,"Languages, Literature and Culture",25+,Advanced Apprenticeship,Female,Not applicable, -   , -   
201415,"Languages, Literature and Culture",25+,Advanced Apprenticeship,Male,Not applicable, -   , -   
201415,"Languages, Literature and Culture",25+,Advanced Apprenticeship,Not App/ Known,Not applicable, -   , -   
201415,"Languages, Literature and Culture",25+,Higher Apprenticeship,Female,Not applicable, -   , -   
201415,"Languages, Literature and Culture",25+,Higher Apprenticeship,Male,Not applicable, -   , -   
201415,"Languages, Literature and Culture",25+,Higher Apprenticeship,Not App/ Known,Not applicable, -   , -   
201415,"Languages, Literature and Culture",25+,Intermediate Apprenticeship,Female,Not applicable, -   , -   
201415,"Languages, Literature and Culture",25+,Intermediate Apprenticeship,Male,Not applicable, -   , -   
201415,"Languages, Literature and Culture",25+,Intermediate Apprenticeship,Not App/ Known,Not applicable, -   , -   
201415,"Languages, Literature and Culture",25+,Unassigned,Female,Not applicable, -   , -   
201415,"Languages, Literature and Culture",25+,Unassigned,Male,Not applicable, -   , -   
201415,"Languages, Literature and Culture",25+,Unassigned,Not App/ Known,Not applicable, -   , -   
201415,"Languages, Literature and Culture",Under 19,Advanced Apprenticeship,Female,Not applicable, -   , -   
201415,"Languages, Literature and Culture",Under 19,Advanced Apprenticeship,Male,Not applicable, -   , -   
201415,"Languages, Literature and Culture",Under 19,Advanced Apprenticeship,Not App/ Known,Not applicable, -   , -   
201415,"Languages, Literature and Culture",Under 19,Higher Apprenticeship,Female,Not applicable, -   , -   
201415,"Languages, Literature and Culture",Under 19,Higher Apprenticeship,Male,Not applicable, -   , -   
201415,"Languages, Literature and Culture",Under 19,Higher Apprenticeship,Not App/ Known,Not applicable, -   , -   
201415,"Languages, Literature and Culture",Under 19,Intermediate Apprenticeship,Female,Not applicable, -   , -   
201415,"Languages, Literature and Culture",Under 19,Intermediate Apprenticeship,Male,Not applicable, -   , -   
201415,"Languages, Literature and Culture",Under 19,Intermediate Apprenticeship,Not App/ Known,Not applicable, -   , -   
201415,"Languages, Literature and Culture",Under 19,Unassigned,Female,Not applicable, -   , -   
201415,"Languages, Literature and Culture",Under 19,Unassigned,Male,Not applicable, -   , -   
201415,"Languages, Literature and Culture",Under 19,Unassigned,Not App/ Known,Not applicable, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Advanced Apprenticeship,Female,Active Leisure and Learning,550,350
201415,"Leisure, Travel and Tourism",19-24,Advanced Apprenticeship,Female,Aviation Operations on the Ground, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Advanced Apprenticeship,Female,Sporting Excellence, -   ,10
201415,"Leisure, Travel and Tourism",19-24,Advanced Apprenticeship,Female,Supporting Teaching and Learning in Physical Education and School Sport,70, -   
201415,"Leisure, Travel and Tourism",19-24,Advanced Apprenticeship,Female,Travel Services,110,110
201415,"Leisure, Travel and Tourism",19-24,Advanced Apprenticeship,Male,Active Leisure and Learning,"1,020",810
201415,"Leisure, Travel and Tourism",19-24,Advanced Apprenticeship,Male,Aviation Operations on the Ground, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Advanced Apprenticeship,Male,Sporting Excellence,10,10
201415,"Leisure, Travel and Tourism",19-24,Advanced Apprenticeship,Male,Supporting Teaching and Learning in Physical Education and School Sport,320,30
201415,"Leisure, Travel and Tourism",19-24,Advanced Apprenticeship,Male,Travel Services,10,10
201415,"Leisure, Travel and Tourism",19-24,Advanced Apprenticeship,Not App/ Known,Active Leisure and Learning, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Advanced Apprenticeship,Not App/ Known,Aviation Operations on the Ground, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Advanced Apprenticeship,Not App/ Known,Sporting Excellence, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Advanced Apprenticeship,Not App/ Known,Supporting Teaching and Learning in Physical Education and School Sport, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Advanced Apprenticeship,Not App/ Known,Travel Services, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Higher Apprenticeship,Female,Active Leisure and Learning, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Higher Apprenticeship,Female,Aviation Operations on the Ground, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Higher Apprenticeship,Female,Sporting Excellence, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Higher Apprenticeship,Female,Supporting Teaching and Learning in Physical Education and School Sport, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Higher Apprenticeship,Female,Travel Services, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Higher Apprenticeship,Male,Active Leisure and Learning, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Higher Apprenticeship,Male,Aviation Operations on the Ground, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Higher Apprenticeship,Male,Sporting Excellence, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Higher Apprenticeship,Male,Supporting Teaching and Learning in Physical Education and School Sport, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Higher Apprenticeship,Male,Travel Services, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Higher Apprenticeship,Not App/ Known,Active Leisure and Learning, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Higher Apprenticeship,Not App/ Known,Aviation Operations on the Ground, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Higher Apprenticeship,Not App/ Known,Sporting Excellence, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Higher Apprenticeship,Not App/ Known,Supporting Teaching and Learning in Physical Education and School Sport, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Higher Apprenticeship,Not App/ Known,Travel Services, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Intermediate Apprenticeship,Female,Active Leisure and Learning,730,510
201415,"Leisure, Travel and Tourism",19-24,Intermediate Apprenticeship,Female,Aviation Operations on the Ground, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Intermediate Apprenticeship,Female,Sporting Excellence, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Intermediate Apprenticeship,Female,Supporting Teaching and Learning in Physical Education and School Sport, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Intermediate Apprenticeship,Female,Travel Services,90,60
201415,"Leisure, Travel and Tourism",19-24,Intermediate Apprenticeship,Male,Active Leisure and Learning,"1,500","1,070"
201415,"Leisure, Travel and Tourism",19-24,Intermediate Apprenticeship,Male,Aviation Operations on the Ground, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Intermediate Apprenticeship,Male,Sporting Excellence, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Intermediate Apprenticeship,Male,Supporting Teaching and Learning in Physical Education and School Sport, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Intermediate Apprenticeship,Male,Travel Services,20,20
201415,"Leisure, Travel and Tourism",19-24,Intermediate Apprenticeship,Not App/ Known,Active Leisure and Learning, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Intermediate Apprenticeship,Not App/ Known,Aviation Operations on the Ground, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Intermediate Apprenticeship,Not App/ Known,Sporting Excellence, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Intermediate Apprenticeship,Not App/ Known,Supporting Teaching and Learning in Physical Education and School Sport, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Intermediate Apprenticeship,Not App/ Known,Travel Services, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Unassigned,Female,Active Leisure and Learning, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Unassigned,Female,Aviation Operations on the Ground, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Unassigned,Female,Sporting Excellence, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Unassigned,Female,Supporting Teaching and Learning in Physical Education and School Sport, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Unassigned,Female,Travel Services, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Unassigned,Male,Active Leisure and Learning, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Unassigned,Male,Aviation Operations on the Ground, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Unassigned,Male,Sporting Excellence, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Unassigned,Male,Supporting Teaching and Learning in Physical Education and School Sport, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Unassigned,Male,Travel Services, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Unassigned,Not App/ Known,Active Leisure and Learning, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Unassigned,Not App/ Known,Aviation Operations on the Ground, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Unassigned,Not App/ Known,Sporting Excellence, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Unassigned,Not App/ Known,Supporting Teaching and Learning in Physical Education and School Sport, -   , -   
201415,"Leisure, Travel and Tourism",19-24,Unassigned,Not App/ Known,Travel Services, -   , -   
201415,"Leisure, Travel and Tourism",25+,Advanced Apprenticeship,Female,Active Leisure and Learning,700,340
201415,"Leisure, Travel and Tourism",25+,Advanced Apprenticeship,Female,Aviation Operations on the Ground, -   , -   
201415,"Leisure, Travel and Tourism",25+,Advanced Apprenticeship,Female,Sporting Excellence, -   , -   
201415,"Leisure, Travel and Tourism",25+,Advanced Apprenticeship,Female,Supporting Teaching and Learning in Physical Education and School Sport,20, -   
201415,"Leisure, Travel and Tourism",25+,Advanced Apprenticeship,Female,Travel Services,10, -   
201415,"Leisure, Travel and Tourism",25+,Advanced Apprenticeship,Male,Active Leisure and Learning,760,370
201415,"Leisure, Travel and Tourism",25+,Advanced Apprenticeship,Male,Aviation Operations on the Ground, -   , -   
